RO;1453756
AC;655385
AM;3221939
RR;395725
PA;7065573
AP;587311
TO;1243627
MA;6118995
PI;3032421
CE;8185286
RN;3013740
PB;3641395
PE;8485386
AL;3037103
SE;1939426
BA;14080654
MG;19273506
ES;3351669
RJ;15420375
SP;39827570
PR;10284503
SC;5866252
RS;10582840
MS;2265274
MT;2854642
GO;5647035
DF;2455903
